資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-052-01	四種相違疏本文	2022	500	有	有	而作非大有	而作非大有			5	1	〔朱〕平	上平上平濁平							11-15：143	
20-052-01	四種相違疏本文	2023	501	有	有	有縁之性	有縁之性			1	1	〔朱〕平	平去上平							11-15：143	
20-052-01	四種相違疏本文	2024	501	縁	縁	有縁之性	有縁之性			2	2	〔朱〕去	平去上平							11-15：143	
20-052-01	四種相違疏本文	2025	501	之	之	有縁之性	有縁之性			3	1	〔朱〕上	平去上平							11-15：143	
20-052-01	四種相違疏本文	2026	501	性	性	有縁之性	有縁之性			4	2	〔朱〕平	平去上平							11-16：144	
20-052-01	四種相違疏本文	2027	502	同	同	同異有一實	同異有一實			1	2	〔朱〕去濁	去濁平平入入濁							11-16：144	去濁点は〽の一部にも見えるが、声点ととる
20-052-01	四種相違疏本文	2028	502	異	異	同異有一實	同異有一實			2	1	〔朱〕平	去濁平平入入濁							11-16：144	
20-052-01	四種相違疏本文	2029	502	有	有	同異有一實	同異有一實			3	1	〔朱〕平	去濁平平入入濁							11-16：144	
20-052-01	四種相違疏本文	2030	502	一	一	同異有一實	同異有一實			4	2	〔朱〕入	去濁平平入入濁							11-16：144	
20-052-01	四種相違疏本文	2031	502	實	實	同異有一實	同異有一實			5	2	〔朱〕入濁	去濁平平入入濁							11-16：144	
20-052-01	四種相違疏本文	2032	503	而	而	而作非大有	而作非大有			1	1	〔朱〕上	上平上平濁平							11-16：144	
20-052-01	四種相違疏本文	2033	503	作	作	而作非大有	而作非大有			2	1	〔朱〕平	上平上平濁平							11-16：144	
20-052-01	四種相違疏本文	2034	503	非	非	而作非大有	而作非大有			3	1	〔朱〕上	上平上平濁平							11-16：144	
20-052-01	四種相違疏本文	2035	503	大	大	而作非大有	而作非大有			4	2	〔朱〕平濁	上平上平濁平							11-16：144	
20-052-01	四種相違疏本文	2036	503	有	有	而作非大有	而作非大有			5	1	〔朱〕平	上平上平濁平							11-16：144	
20-052-01	四種相違疏本文	2037	504	有	有	有縁性	有縁性			1	1	〔朱〕平	平去平新濁							11-16：144	
20-052-01	四種相違疏本文	2038	504	縁	縁	有縁性	有縁性			2	2	〔朱〕去	平去平新濁							11-16：144	
20-052-01	四種相違疏本文	2039	504	性	性	有縁性	有縁性			3	2	〔朱〕平新濁	平去平新濁							11-16：144	
20-052-01	四種相違疏本文	2040	505	有	有	有性有一實	有性有一實			1	1	〔朱〕平	平平平入入濁							11-17：145	
20-052-01	四種相違疏本文	2041	505	性	性	有性有一實	有性有一實			2	2	〔朱〕平	平平平入入濁							11-17：145	
20-052-01	四種相違疏本文	2042	505	有	有	有性有一實	有性有一實			3	1	〔朱〕平	平平平入入濁							11-17：145	
20-052-01	四種相違疏本文	2043	505	一	一	有性有一實	有性有一實			4	2	〔朱〕入	平平平入入濁							11-17：145	
20-052-01	四種相違疏本文	2044	505	實	實	有性有一實	有性有一實			5	2	〔朱〕入濁	平平平入入濁							11-17：145	
20-052-01	四種相違疏本文	2045	506	應	應	應作非大有	應作非大有			1	2	〔朱〕去	去平上平濁平							11-17：145	
20-052-01	四種相違疏本文	2046	506	作	作	應作非大有	應作非大有			2	1	〔朱〕平	去平上平濁平							11-17：145	
20-052-01	四種相違疏本文	2047	506	非	非	應作非大有	應作非大有			3	1	〔朱〕上	去平上平濁平							11-17：145	
20-052-01	四種相違疏本文	2048	506	大	大	應作非大有	應作非大有			4	2	〔朱〕平濁	去平上平濁平							11-17：145	
20-052-01	四種相違疏本文	2049	506	有	有	應作非大有	應作非大有			5	1	〔朱〕平	去平上平濁平							11-17：145	
20-052-01	四種相違疏本文	2050	507	有	有	有縁性	有縁性			1	1	〔朱〕平	平去平新濁							11-17：145	
20-052-01	四種相違疏本文	2051	507	縁	縁	有縁性	有縁性			2	2	〔朱〕去	平去平新濁							11-17：145	
20-052-01	四種相違疏本文	2052	507	性	性	有縁性	有縁性			3	2	〔朱〕平新濁	平去平新濁							11-17：145	
20-052-01	四種相違疏本文	2053	508	不	不	不遮作有縁性	不遮作有縁性			1	1	〔朱〕上	上上平平毘平新濁							11-17：145	
20-052-01	四種相違疏本文	2054	508	遮	遮	不遮作有縁性	不遮作有縁性			2	1	〔朱〕上	上上平平毘平新濁							11-18：146	
20-052-01	四種相違疏本文	2055	508	作	作	不遮作有縁性	不遮作有縁性			3	1	〔朱〕平	上上平平毘平新濁							11-18：146	
20-052-01	四種相違疏本文	2056	508	有	有	不遮作有縁性	不遮作有縁性			4	1	〔朱〕平	上上平平毘平新濁							11-18：146	「有」字補筆
20-052-01	四種相違疏本文	2057	508	縁	縁	不遮作有縁性	不遮作有縁性			5	2	〔朱〕毘	上上平平毘平新濁							11-18：146	
20-052-01	四種相違疏本文	2058	508	性	性	不遮作有縁性	不遮作有縁性			6	2	〔朱〕平新濁	上上平平毘平新濁							11-18：146	
20-052-01	四種相違疏本文	2059	509	但	但	但遮作大有	但遮作大有			1	2	〔朱〕去	去上平平濁平							11-18：146	
20-052-01	四種相違疏本文	2060	509	遮	遮	但遮作大有	但遮作大有			2	1	〔朱〕上	去上平平濁平							11-18：146	
20-052-01	四種相違疏本文	2061	509	作	作	但遮作大有	但遮作大有			3	1	〔朱〕平	去上平平濁平							11-18：146	
20-052-01	四種相違疏本文	2062	509	大	大	但遮作大有	但遮作大有			4	2	〔朱〕平濁	去上平平濁平							11-18：146	
20-052-01	四種相違疏本文	2063	509	有	有	但遮作大有	但遮作大有			5	1	〔朱〕平	去上平平濁平							11-18：146	
20-052-01	四種相違疏本文	2064	510	有	有	有縁性	有縁性			1	1	〔朱〕平	平去平新濁							11-18：146	
20-052-01	四種相違疏本文	2065	510	縁	縁	有縁性	有縁性			2	2	〔朱〕去	平去平新濁							11-18：146	
20-052-01	四種相違疏本文	2066	510	性	性	有縁性	有縁性			3	2	〔朱〕平新濁	平去平新濁							11-18：146	
20-052-01	四種相違疏本文	2067	511	故	故	故成意許	故成意許			1	1	〔朱〕平	平去濁平平							11-18：146	
20-052-01	四種相違疏本文	2068	511	成	成	故成意許	故成意許			2	2	〔朱〕去濁	平去濁平平							11-18：146	
20-052-01	四種相違疏本文	2069	511	意	意	故成意許	故成意許			3	1	〔朱〕平	平去濁平平							11-19：147	
20-052-01	四種相違疏本文	2070	511	許	許	故成意許	故成意許			4	1	〔朱〕平	平去濁平平							11-19：147	
20-052-01	四種相違疏本文	2071	512	別	別	別義相𮞒	別義相𮞒			1	2	〔朱〕入濁	入濁平濁毘上							11-19：147	
20-052-01	四種相違疏本文	2072	512	義	義	別義相𮞒	別義相𮞒			2	1	〔朱〕平濁	入濁平濁毘上							11-19：147	
20-052-01	四種相違疏本文	2073	512	相	相	別義相𮞒	別義相𮞒			3	2	〔朱〕毘	入濁平濁毘上							11-19：147	
20-052-01	四種相違疏本文	2074	512	𮞒	𮞒	別義相𮞒	別義相𮞒			4	1	〔朱〕上	入濁平濁毘上							11-19：147	
20-052-01	四種相違疏本文	2075	513	不	不	不尒𮞒宗	不尒𮞒宗			1	1	〔朱〕上	上上上毘							11-19：147	
20-052-01	四種相違疏本文	2076	513	尒	尒	不尒𮞒宗	不尒𮞒宗			2	1	〔朱〕上	上上上毘							11-19：147	
20-052-01	四種相違疏本文	2077	513	𮞒	𮞒	不尒𮞒宗	不尒𮞒宗			3	1	〔朱〕上	上上上毘							11-19：147	
20-052-01	四種相違疏本文	2078	513	宗	宗	不尒𮞒宗	不尒𮞒宗			4	2	〔朱〕毘	上上上毘							11-19：147	
20-052-01	四種相違疏本文	2079	514	有	有	有性可作	有性可作			1	1	〔朱〕平	平平平平							11-19：147	
20-052-01	四種相違疏本文	2080	514	性	性	有性可作	有性可作			2	2	〔朱〕平	平平平平							11-19：147	
20-052-01	四種相違疏本文	2081	514	可	可	有性可作	有性可作			3	1	〔朱〕平	平平平平							11-19：147	
20-052-01	四種相違疏本文	2082	514	作	作	有性可作	有性可作			4	1	〔朱〕平	平平平平							11-19：147	
20-052-01	四種相違疏本文	2083	515	有	有	有縁性故	有縁性故			1	1	〔朱〕平	平去平新濁平							12-02：148	
20-052-01	四種相違疏本文	2084	515	縁	縁	有縁性故	有縁性故			2	2	〔朱〕去	平去平新濁平							12-02：148	
20-052-01	四種相違疏本文	2085	515	性	性	有縁性故	有縁性故			3	2	〔朱〕平新濁	平去平新濁平							12-02：148	
20-052-01	四種相違疏本文	2086	515	故	故	有縁性故	有縁性故			4	1	〔朱〕平	平去平新濁平							12-02：148	
20-052-01	四種相違疏本文	2087	516	文	文	文言雖略	文言雖略			1	2	〔朱〕去	去毘濁去入							12-02：148	
20-052-01	四種相違疏本文	2088	516	言	言	文言雖略	文言雖略			2	2	〔朱〕毘濁	去毘濁去入							12-02：148	
20-052-01	四種相違疏本文	2089	516	雖	雖	文言雖略	文言雖略			3	2	〔朱〕去	去毘濁去入							12-02：148	
20-052-01	四種相違疏本文	2090	516	略	略	文言雖略	文言雖略			4	2	〔朱〕入	去毘濁去入							12-02：148	
20-052-01	四種相違疏本文	2091	517	義	義	義覈㝎然	義覈㝎然			1	1	〔朱〕平濁	平濁入平濁去		＊キヤク＊＊					12-02：148	
20-052-01	四種相違疏本文	2092	517	覈	覈	義覈㝎然	義覈㝎然			2	2	〔朱〕入	平濁入平濁去	キヤク	＊キヤク＊＊					12-02：148	
20-052-01	四種相違疏本文	2093	517	㝎	㝎	義覈㝎然	義覈㝎然			3	2	〔朱〕平濁	平濁入平濁去		＊キヤク＊＊					12-02：148	
20-052-01	四種相違疏本文	2094	517	然	然	義覈㝎然	義覈㝎然			4	2	〔朱〕去	平濁入平濁去		＊キヤク＊＊					12-02：148	
20-052-01	四種相違疏本文	2095	518	釋	釋	釋㪽由云	釋㪽由云			1	2	〔朱〕入	入平上毘							12-02：148	
20-052-01	四種相違疏本文	2096	518	㪽	㪽	釋㪽由云	釋㪽由云			2	1	〔朱〕平	入平上毘							12-02：148	
20-052-01	四種相違疏本文	2097	518	由	由	釋㪽由云	釋㪽由云			3	1	〔朱〕上	入平上毘							12-03：149	
20-052-01	四種相違疏本文	2098	518	云	云	釋㪽由云	釋㪽由云			4	2	〔朱〕毘	入平上毘							12-03：149	
20-052-01	四種相違疏本文	2099	519	如	如	如遮實等	如遮實等			1	1	〔朱〕上	上上入濁平							12-03：149	
20-052-01	四種相違疏本文	2100	519	遮	遮	如遮實等	如遮實等			2	1	〔朱〕上	上上入濁平							12-03：149	
20-052-01	四種相違疏本文	2101	519	實	實	如遮實等	如遮實等			3	2	〔朱〕入濁	上上入濁平							12-03：149	
20-052-01	四種相違疏本文	2102	519	等	等	如遮實等	如遮實等			4	2	〔朱〕平	上上入濁平							12-03：149	
20-052-01	四種相違疏本文	2103	520	倶	倶	倶决㝎故	倶决㝎故			1	1	〔朱〕上	上入平濁平							12-03：149	
20-052-01	四種相違疏本文	2104	520	决	决	倶决㝎故	倶决㝎故			2	2	〔朱〕入	上入平濁平							12-03：149	
20-052-01	四種相違疏本文	2105	520	㝎	㝎	倶决㝎故	倶决㝎故			3	2	〔朱〕平濁	上入平濁平							12-03：149	
20-052-01	四種相違疏本文	2106	520	故	故	倶决㝎故	倶决㝎故			4	1	〔朱〕平	上入平濁平							12-03：149	
20-052-01	四種相違疏本文	2107	521	勝	勝	勝論此囙	勝論此囙			1	2	〔朱〕平	平平平去							12-03：149	
20-052-01	四種相違疏本文	2108	521	論	論	勝論此囙	勝論此囙			2	2	〔朱〕平	平平平去							12-03：149	
20-052-01	四種相違疏本文	2109	521	此	此	勝論此囙	勝論此囙			3	1	〔朱〕平	平平平去							12-03：149	
20-052-01	四種相違疏本文	2110	521	囙	囙	勝論此囙	勝論此囙			4	2	〔朱〕去	平平平去							12-03：149	
20-052-01	四種相違疏本文	2111	522	既	既	既成有性	既成有性			1	1	〔朱〕上	上毘濁平平							12-04：150	
20-052-01	四種相違疏本文	2112	522	成	成	既成有性	既成有性			2	2	〔朱〕毘濁	上毘濁平平							12-04：150	
20-052-01	四種相違疏本文	2113	522	有	有	既成有性	既成有性			3	1	〔朱〕平	上毘濁平平							12-04：150	
20-052-01	四種相違疏本文	2114	522	性	性	既成有性	既成有性			4	2	〔朱〕平	上毘濁平平							12-04：150	
20-052-01	四種相違疏本文	2115	523	遮	遮	遮非實等	遮非實等			1	1	〔朱〕上	上上入濁平							12-04：150	
20-052-01	四種相違疏本文	2116	523	非	非	遮非實等	遮非實等			2	1	〔朱〕上	上上入濁平							12-04：150	
20-052-01	四種相違疏本文	2117	523	實	實	遮非實等	遮非實等			3	2	〔朱〕入濁	上上入濁平							12-04：150	
20-052-01	四種相違疏本文	2118	523	等	等	遮非實等	遮非實等			4	2	〔朱〕平	上上入濁平							12-04：150	
20-052-01	四種相違疏本文	2119	524	而	而	而作有縁性	而作有縁性			1	1	〔朱〕上	上平平去平新濁							12-04：150	
20-052-01	四種相違疏本文	2120	524	作	作	而作有縁性	而作有縁性			2	1	〔朱〕平	上平平去平新濁							12-04：150	
20-052-01	四種相違疏本文	2121	524	有	有	而作有縁性	而作有縁性			3	1	〔朱〕平	上平平去平新濁							12-04：150	
20-052-01	四種相違疏本文	2122	524	縁	縁	而作有縁性	而作有縁性			4	2	〔朱〕去	上平平去平新濁							12-04：150	
20-052-01	四種相違疏本文	2123	524	性	性	而作有縁性	而作有縁性			5	2	〔朱〕平新濁	上平平去平新濁							12-04：150	
20-052-01	四種相違疏本文	2124	525	此	此	此囙𡖋	此囙𡖋			1	1	〔朱〕平	平去＊							12-04：150	
20-052-01	四種相違疏本文	2125	525	囙	囙	此囙𡖋	此囙𡖋			2	2	〔朱〕去	平去＊							12-05：151	
20-052-01	四種相違疏本文	2126	526	遮	遮	遮有性	遮有性			1	1	〔朱〕上	上平平							12-05：151	
20-052-01	四種相違疏本文	2127	526	有	有	遮有性	遮有性			2	1	〔朱〕平	上平平							12-05：151	
20-052-01	四種相違疏本文	2128	526	性	性	遮有性	遮有性			3	2	〔朱〕平	上平平							12-05：151	
20-052-01	四種相違疏本文	2129	527	非	非	非作有性有縁性	非作有性有縁性			1	1	〔朱〕上	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2130	527	作	作	非作有性有縁性	非作有性有縁性			2	1	〔朱〕平	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2131	527	有	有	非作有性有縁性	非作有性有縁性			3	1	〔朱〕平	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2132	527	性	性	非作有性有縁性	非作有性有縁性			4	2	〔朱〕平	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2133	527	有	有	非作有性有縁性	非作有性有縁性			5	1	〔朱〕平	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2134	527	縁	縁	非作有性有縁性	非作有性有縁性			6	2	〔朱〕去	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2135	527	性	性	非作有性有縁性	非作有性有縁性			7	2	〔朱〕平新濁	上平平平平去平新濁							12-05：151	
20-052-01	四種相違疏本文	2136	528	此	此	此如彼遮	此如彼遮			1	1	〔朱〕平	平上平上							12-05：151	
20-052-01	四種相違疏本文	2137	528	如	如	此如彼遮	此如彼遮			2	1	〔朱〕上	平上平上							12-05：151	
20-052-01	四種相違疏本文	2138	528	彼	彼	此如彼遮	此如彼遮			3	1	〔朱〕平	平上平上							12-05：151	
20-052-01	四種相違疏本文	2139	528	遮	遮	此如彼遮	此如彼遮			4	1	〔朱〕上	平上平上							12-06：152	
20-052-01	四種相違疏本文	2140	529	兩	兩	兩皆决㝎	兩皆决㝎			1	2	〔朱〕平	平去入平濁							12-06：152	
20-052-01	四種相違疏本文	2141	529	皆	皆	兩皆决㝎	兩皆决㝎			2	2	〔朱〕去	平去入平濁							12-06：152	
20-052-01	四種相違疏本文	2142	529	决	决	兩皆决㝎	兩皆决㝎			3	2	〔朱〕入	平去入平濁							12-06：152	
20-052-01	四種相違疏本文	2143	529	㝎	㝎	兩皆决㝎	兩皆决㝎			4	2	〔朱〕平濁	平去入平濁							12-06：152	
20-052-01	四種相違疏本文	2144	530	故	故	故成𮞒彼	故成𮞒彼			1	1	〔朱〕平	平去濁上平							12-06：152	
